CustomerKey,Full Name,MaritalStatus,Gender,YearlyIncome,TotalChildren,TotalChildren,KidsAtHome,EnglishOccupation,DateFirstPurchase,BirthDate,EducationLevel,DateFirstPurchase,Customer City
24010,Walter Alvarez,S,Male,20000,1,1,1,Manual,18/11/2023,20/08/1972,Partial College,18/11/2023,Lille
24011,Morgan Thompson,S,Female,30000,3,3,0,Clerical,17/06/2023,02/06/1972,Graduate Degree,17/06/2023,Oxford
24012,James Lewis,S,Male,10000,1,1,1,Manual,14/10/2023,09/05/1971,High School,14/10/2023,Bobigny
24013,Jay Ruiz,M,Male,10000,1,1,1,Manual,13/05/2023,23/05/1966,High School,13/05/2023,Paris
24014,Geoffrey Kovár,M,Male,20000,1,1,1,Manual,12/10/2023,10/10/1965,Partial College,12/10/2023,Poing
24015,Jenna Hall,S,Female,20000,1,1,1,Manual,13/06/2023,13/09/1965,Partial College,13/06/2023,Esher-Molesey
24016,Karla Sharma,S,Female,10000,1,1,1,Manual,21/07/2023,18/11/1964,High School,21/07/2023,Les Ulis
24017,Rebekah Lopez,S,Female,20000,2,2,0,Manual,08/09/2023,25/05/1965,Partial College,08/09/2023,Darmstadt
24018,Barbara Gao,S,Female,20000,2,2,0,Manual,13/09/2023,21/10/1964,Partial College,13/09/2023,Hamburg
24019,Barbara Raji,M,Female,20000,2,2,0,Manual,15/06/2023,16/10/1970,Partial College,15/06/2023,Cambridge
24020,Francisco Raman,S,Male,20000,2,2,0,Manual,18/08/2023,19/12/1964,Partial College,18/08/2023,Cheltenham
24021,Clinton Munoz,S,Male,20000,2,2,0,Manual,16/10/2023,09/05/1969,Partial College,16/10/2023,Pantin
24022,Dale Beck,M,Male,20000,2,2,0,Manual,15/11/2023,11/11/1963,Partial College,15/11/2023,Paris
24023,Bonnie Nara,S,Female,20000,2,2,0,Manual,29/10/2023,18/09/1963,Partial College,29/10/2023,Paris
24024,Marie Malhotra,M,Female,30000,1,1,0,Clerical,27/09/2023,19/04/1975,Graduate Degree,27/09/2023,Eilenburg
24025,Eugene Zeng,M,Male,30000,3,3,0,Clerical,29/08/2023,01/07/1965,Graduate Degree,29/08/2023,Hamburg
24026,Jill Serrano,M,Female,30000,3,3,0,Clerical,10/06/2023,01/09/1976,Bachelors,10/06/2023,Milton Keynes
24027,Omar Tang,M,Male,30000,3,3,0,Clerical,09/09/2023,19/04/1971,Bachelors,09/09/2023,München
24028,Adam Hayes,S,Male,20000,0,0,0,Manual,23/12/2023,03/12/1981,Partial College,23/12/2023,Versailles
24029,Haley Howard,S,Female,20000,0,0,0,Manual,01/12/2023,04/12/1975,Partial College,01/12/2023,Versailles
24030,Deb Wagner,S,Female,20000,0,0,0,Manual,26/06/2023,12/03/1981,Partial College,26/06/2023,Warrington
24031,Tammy Suri,M,Female,20000,0,0,0,Manual,02/06/2023,23/10/1975,Partial College,02/06/2023,Reading
24032,Micah Ma,M,Male,10000,2,2,1,Manual,22/12/2023,24/05/1980,High School,22/12/2023,Paris
24033,Katherine Reed,S,Female,30000,0,0,0,Clerical,23/09/2023,10/05/1981,Bachelors,23/09/2023,Paderborn
24034,Pedro Ruiz,M,Male,30000,0,0,0,Clerical,17/06/2023,03/11/1975,Bachelors,17/06/2023,London
24035,Jaclyn Wu,S,Female,10000,3,3,0,Clerical,06/04/2023,05/10/1924,Bachelors,06/04/2023,London
24036,Jay Vazquez,S,Male,20000,0,0,0,Manual,20/09/2023,23/12/1980,Partial College,20/09/2023,Saarbrücken
24037,Ramon Guo,S,Male,20000,0,0,0,Manual,27/12/2023,13/10/1980,Partial College,27/12/2023,Versailles
24038,Evan Turner,S,Male,30000,0,0,0,Clerical,12/12/2023,03/03/1980,Bachelors,12/12/2023,Metz
24039,Cassie Xu,M,Female,40000,0,0,0,Clerical,05/06/2023,07/10/1985,Graduate Degree,05/06/2023,Orly
24040,Jennifer Bell,S,Female,60000,0,0,0,Skilled Manual,07/07/2023,10/03/1975,Graduate Degree,07/07/2023,Hamburg
24041,Chad Tang,M,Male,10000,4,4,0,Manual,30/10/2023,30/03/1957,High School,30/10/2023,Werne
24042,Zachary White,M,Male,10000,2,2,1,Manual,05/01/2024,27/03/1974,High School,05/01/2024,Paderborn
24043,Charles Kelly,M,Male,10000,2,2,1,Manual,03/12/2023,09/08/1973,High School,03/12/2023,Paris
24044,Arturo Kumar,S,Male,10000,3,3,1,Manual,21/07/2023,09/11/1973,High School,21/07/2023,London
24045,Shannon Martin,M,Male,10000,3,3,1,Manual,05/10/2023,16/08/1973,High School,05/10/2023,Runcorn
24046,Cristina Chander,S,Female,10000,3,3,1,Manual,24/09/2023,22/04/1974,High School,24/09/2023,Hamburg
24047,Clarence Yuan,S,Male,20000,1,1,1,Manual,05/07/2023,09/08/1973,Partial College,05/07/2023,Kirkby
24048,Gregory Tang,M,Male,20000,1,1,1,Manual,20/07/2023,17/04/1979,Partial College,20/07/2023,Cambridge
24049,Byron Gomez,S,Male,20000,1,1,1,Manual,03/09/2023,13/09/1979,Partial College,03/09/2023,Neunkirchen
24050,Clarence Nath,S,Male,20000,1,1,1,Manual,21/07/2023,10/08/1979,Partial College,21/07/2023,Warrington
24051,Colleen Nath,M,Female,30000,1,1,1,Clerical,11/07/2023,01/12/1973,Bachelors,11/07/2023,Stoke-on-Trent
24052,Priscilla Goel,S,Female,30000,1,1,1,Clerical,14/09/2023,19/01/1974,Bachelors,14/09/2023,München
24053,Jose Allen,M,Male,40000,0,0,0,Clerical,27/07/2023,09/11/1973,Bachelors,27/07/2023,Neunkirchen
24054,Gerald Hernandez,S,Male,10000,3,3,1,Manual,23/07/2023,15/08/1972,Partial High School,23/07/2023,London
24055,Louis Goel,S,Male,10000,3,3,1,Manual,21/07/2023,12/06/1978,Partial High School,21/07/2023,Berkshire
24056,Tamara Lin,S,Female,20000,1,1,1,Manual,01/12/2023,09/12/1972,Partial College,01/12/2023,Suresnes
24057,Ricky Alvarez,M,Male,20000,1,1,1,Manual,07/12/2023,19/10/1983,Partial College,07/12/2023,Orleans
24058,Alvin Lal,S,Male,30000,1,1,1,Clerical,23/08/2023,20/05/1978,Bachelors,23/08/2023,York
24059,Tabitha Navarro,S,Female,30000,1,1,1,Clerical,03/09/2023,19/10/1972,Bachelors,03/09/2023,Neunkirchen
24060,Bonnie Deng,S,Female,30000,1,1,1,Clerical,18/09/2023,29/01/1978,Bachelors,18/09/2023,Frankfurt
24061,Kelvin Luo,M,Male,10000,4,4,1,Manual,05/01/2023,10/09/1971,Partial High School,05/01/2023,Paris
24062,Crystal Cai,M,Female,10000,5,5,1,Manual,05/08/2023,05/02/1972,Partial High School,05/08/2023,Orly
24063,Micheal Suarez,S,Male,20000,1,1,1,Manual,29/01/2023,03/11/1977,High School,29/01/2023,Paris
24064,Stanley Fernandez,M,Male,20000,1,1,1,Manual,18/02/2023,04/04/1972,High School,18/02/2023,London
24065,Lori Gutierrez,S,Female,20000,2,2,1,Manual,21/08/2023,10/01/1983,High School,21/08/2023,Maidenhead
24066,Brittney West,M,Female,40000,0,0,0,Clerical,08/10/2023,15/07/1978,Bachelors,08/10/2023,Bottrop
24067,Carolyn Raman,S,Female,40000,0,0,0,Clerical,30/09/2023,17/12/1972,Bachelors,30/09/2023,Frankfurt
24068,Edwin Yang,M,Male,40000,0,0,0,Clerical,25/10/2023,14/08/1972,Bachelors,25/10/2023,Werne
24069,Jessie Chen,M,Male,40000,0,0,0,Clerical,25/07/2023,23/04/1978,Bachelors,25/07/2023,Maidenhead
24070,Cameron Shan,S,Male,20000,2,2,0,Manual,08/10/2023,17/02/1933,High School,08/10/2023,Tremblay-en-France
24071,Victor Suarez,M,Male,30000,1,1,1,Skilled Manual,21/05/2023,22/02/1977,Bachelors,21/05/2023,London
24072,Randy He,M,Male,30000,1,1,1,Skilled Manual,30/05/2023,03/09/1971,Bachelors,30/05/2023,Sulzbach Taunus
24073,Grace Taylor,M,Female,10000,5,5,1,Manual,17/09/2023,23/11/1970,Partial High School,17/09/2023,Kirkby
24074,Grace Alexander,S,Female,10000,4,4,1,Manual,18/09/2023,05/07/1976,Partial High School,18/09/2023,Werne
24075,Peter Saddow,M,Female,10000,4,4,1,Manual,21/10/2023,12/03/1982,Partial High School,21/10/2023,Boulogne-sur-Mer
24076,Casey Hernandez,M,Male,10000,4,4,1,Manual,08/10/2023,13/10/1976,Partial High School,08/10/2023,Paris
24077,Tony Rai,M,Male,20000,2,2,1,Manual,12/09/2023,15/03/1976,High School,12/09/2023,München
24078,Neil Martin,M,Male,30000,1,1,1,Skilled Manual,08/04/2023,15/12/1981,Bachelors,08/04/2023,Saarbrücken
24079,Andre Raman,M,Male,10000,3,3,1,Manual,21/05/2023,04/04/1970,Partial High School,21/05/2023,Lancaster
24080,Billy Serrano,M,Male,10000,3,3,1,Manual,28/07/2023,14/10/1980,Partial High School,28/07/2023,Berlin
24081,Alexis Hughes,M,Female,10000,4,4,0,Manual,07/09/2023,01/08/1934,High School,07/09/2023,Metz
24082,Regina Rodriguez,M,Female,20000,2,2,1,Manual,03/09/2023,10/12/1975,High School,03/09/2023,Morangis
24083,Max Moreno,M,Male,20000,3,3,1,Manual,15/02/2023,08/07/1980,High School,15/02/2023,Les Ulis
24084,Jonathon Jimenez,M,Male,20000,3,3,1,Manual,08/03/2023,22/05/1970,High School,08/03/2023,Saint Germain en Laye
24085,Autumn Gao,M,Female,30000,1,1,1,Skilled Manual,09/03/2023,19/06/1970,Bachelors,09/03/2023,Gateshead
24086,Dakota Gonzales,M,Male,30000,2,2,1,Manual,25/09/2023,04/10/1975,Partial College,25/09/2023,Hamburg
24087,Hannah Wilson,S,Female,30000,2,2,1,Manual,26/11/2023,07/09/1975,Partial College,26/11/2023,Paderborn
24088,Damien He,M,Male,20000,3,3,1,Manual,14/05/2023,13/10/1968,High School,14/05/2023,Stuttgart
24089,Dustin Yuan,M,Male,40000,0,0,0,Professional,30/05/2023,06/04/1983,Bachelors,30/05/2023,Colombes
24090,Cassandra Perez,S,Female,40000,0,0,0,Professional,05/06/2023,04/10/1971,Bachelors,05/06/2023,Colombes
24091,Dwayne Munoz,M,Male,40000,0,0,0,Professional,25/11/2023,31/12/1971,Bachelors,25/11/2023,Münster
24092,Jillian Gonzalez,M,Female,40000,0,0,0,Professional,01/11/2023,25/05/1972,Bachelors,01/11/2023,Werne
24093,Claudia He,S,Female,80000,0,0,0,Skilled Manual,02/02/2023,11/03/1977,Graduate Degree,02/02/2023,Runcorn
24094,Julio Diaz,S,Male,30000,1,1,0,Clerical,29/01/2023,18/12/1967,Partial College,29/01/2023,Cambridge
24095,Julie Andersen,S,Female,30000,1,1,0,Clerical,25/06/2023,15/03/1973,Partial College,25/06/2023,Versailles
24096,Diana Vazquez,M,Female,30000,1,1,0,Skilled Manual,23/05/2023,21/03/1940,Bachelors,23/05/2023,Roissy en Brie
24097,Francisco Fernandez,M,Male,30000,1,1,0,Skilled Manual,31/12/2023,30/10/1939,Bachelors,31/12/2023,Berlin
24098,Olivia Howard,S,Female,30000,2,2,1,Clerical,14/10/2023,12/01/1982,Partial College,14/10/2023,Darmstadt
24099,Sarah Smith,M,Female,30000,2,2,1,Clerical,30/09/2023,18/03/1971,Partial College,30/09/2023,Erlangen
24100,Jenny He,M,Female,40000,1,1,0,Skilled Manual,04/07/2023,24/09/1970,Bachelors,04/07/2023,London
24101,Kaitlyn Anderson,M,Female,40000,1,1,0,Skilled Manual,11/07/2023,30/09/1970,Bachelors,11/07/2023,Watford
24102,Andy Torres,M,Male,40000,1,1,0,Skilled Manual,25/01/2023,12/04/1975,Bachelors,25/01/2023,Mühlheim
24103,Billy Dominguez,M,Male,40000,1,1,0,Skilled Manual,17/02/2023,30/01/1970,Bachelors,17/02/2023,München
24104,Robyn Ortega,M,Female,40000,1,1,0,Skilled Manual,27/08/2023,01/01/1970,Bachelors,27/08/2023,Runcorn
24105,Carolyn Sanchez,M,Female,30000,3,3,1,Clerical,16/03/2023,18/10/1979,Partial College,16/03/2023,Versailles
24106,Kelvin Shan,S,Male,30000,3,3,1,Clerical,07/09/2023,30/05/1969,Partial College,07/09/2023,Villeneuve-d'Ascq
24107,Jonathan Jenkins,M,Male,30000,3,3,1,Clerical,02/11/2023,01/04/1974,Partial College,02/11/2023,Erlangen
24108,Tonya Lal,S,Female,20000,0,0,0,Manual,26/04/2023,16/08/1982,High School,26/04/2023,Kiel
24109,Eddie Suarez,S,Male,20000,0,0,0,Manual,13/04/2023,16/12/1982,High School,13/04/2023,Paris
24110,Kaylee Brooks,S,Female,20000,4,4,1,Manual,19/03/2023,10/08/1984,High School,19/03/2023,Drancy
24111,Cameron Long,S,Male,20000,0,0,0,Manual,15/08/2023,15/07/1983,High School,15/08/2023,Drancy
24112,Mary Foster,M,Female,40000,1,1,0,Skilled Manual,12/10/2023,21/04/1969,Bachelors,12/10/2023,Warrington
24113,Stephanie Green,S,Female,30000,1,1,0,Clerical,15/03/2023,06/12/1967,Partial College,15/03/2023,Versailles
24114,Kristin Yuan,M,Female,30000,1,1,0,Clerical,31/07/2023,21/10/1978,Partial College,31/07/2023,Stoke-on-Trent
24115,Gary Carlson,M,Male,40000,1,1,0,Skilled Manual,08/10/2023,07/09/1967,Bachelors,08/10/2023,Liverpool
24116,Pedro Martinez,M,Male,40000,1,1,0,Skilled Manual,13/06/2023,26/05/1968,Bachelors,13/06/2023,Paris
24117,Shannon Gill,M,Male,30000,3,3,1,Clerical,21/09/2023,17/09/1983,Partial College,21/09/2023,Berlin
24118,Donna Chande,M,Female,30000,0,0,0,Clerical,25/01/2024,13/09/1982,Partial College,25/01/2024,Paris La Defense
24119,Emmanuel Kapoor,S,Male,30000,0,0,0,Clerical,12/09/2023,09/09/1982,Partial College,12/09/2023,Roissy en Brie
24120,Kaitlyn Allen,S,Female,30000,0,0,0,Clerical,25/03/2023,15/11/1982,Partial College,25/03/2023,Kassel
24121,Valerie Liu,S,Female,30000,0,0,0,Clerical,20/10/2023,09/09/1982,Partial College,20/10/2023,Poing
24122,Michele Blanco,S,Female,20000,0,0,0,Manual,26/09/2023,16/12/1981,High School,26/09/2023,Saint Ouen
24123,Heather Hu,S,Female,20000,0,0,0,Manual,07/07/2023,31/10/1981,High School,07/07/2023,Drancy
24124,Erik Vazquez,S,Male,20000,0,0,0,Manual,29/12/2023,01/11/1981,High School,29/12/2023,Pantin
24125,Tiffany Xu,S,Female,20000,0,0,0,Manual,19/10/2023,17/11/1981,High School,19/10/2023,Paris
24126,Pedro Mehta,S,Male,20000,0,0,0,Manual,18/08/2023,03/06/1982,High School,18/08/2023,Verrieres Le Buisson
24127,James Washington,S,Male,30000,0,0,0,Clerical,15/10/2023,18/10/1981,Partial College,15/10/2023,Saarlouis
24128,Kimberly Ramirez,S,Female,30000,0,0,0,Clerical,24/07/2023,09/03/1982,Partial College,24/07/2023,Solingen
24129,Jamie Gutierrez,S,Male,10000,0,0,0,Manual,29/07/2023,05/10/1979,Partial High School,29/07/2023,Frankfurt
24130,Tanya Navarro,M,Female,10000,0,0,0,Manual,09/06/2023,30/12/1984,Partial High School,09/06/2023,Paderborn
24131,Felicia Rubio,M,Female,20000,0,0,0,Manual,25/01/2024,29/11/1979,Partial High School,25/01/2024,Orly
24132,Devon Tang,S,Male,20000,0,0,0,Manual,15/10/2023,25/06/1980,Partial High School,15/10/2023,Woolston
24133,Carla Patel,S,Female,20000,0,0,0,Manual,12/05/2023,30/12/1979,Partial High School,12/05/2023,Paris
24134,Edgar Kapoor,S,Male,20000,0,0,0,Manual,17/12/2023,09/11/1979,Partial High School,17/12/2023,Paris
24135,Martin Martinez,S,Male,30000,0,0,0,Clerical,28/03/2023,01/03/1981,Partial College,28/03/2023,Paris La Defense
24136,Alisha Hu,S,Female,30000,0,0,0,Clerical,02/04/2023,29/12/1980,Partial College,02/04/2023,Roncq
24137,Tara Sharma,S,Female,30000,0,0,0,Clerical,30/05/2023,14/06/1981,Partial College,30/05/2023,Poing
24138,Kristy Gutierrez,M,Female,40000,1,1,1,Skilled Manual,22/10/2023,02/11/1980,Bachelors,22/10/2023,Stoke-on-Trent
24139,Andrew Williams,M,Male,10000,0,0,0,Manual,09/11/2023,24/11/1978,Partial High School,09/11/2023,Frankfurt
24140,Alvin Lin,S,Male,10000,0,0,0,Manual,28/04/2023,22/07/1981,Graduate Degree,28/04/2023,Paris
24141,Misty Nath,S,Female,10000,1,1,0,Manual,09/02/2023,20/03/1968,Graduate Degree,09/02/2023,Paris
24142,Christian Davis,M,Male,10000,1,1,0,Manual,17/10/2023,25/12/1967,Graduate Degree,17/10/2023,Versailles
24143,Stanley Mehta,M,Male,10000,1,1,0,Manual,25/12/2023,06/02/1968,Graduate Degree,25/12/2023,Darmstadt
24144,Gerald Sanchez,M,Male,20000,1,1,0,Clerical,14/10/2023,02/04/1979,Graduate Degree,14/10/2023,London
24145,Cheryl Serrano,S,Female,20000,1,1,0,Clerical,02/01/2024,20/07/1967,Graduate Degree,02/01/2024,Wokingham
24146,Craig Suarez,S,Male,20000,1,1,0,Clerical,27/04/2023,03/01/1967,Graduate Degree,27/04/2023,Orleans
24147,Kathleen Hernandez,M,Female,20000,1,1,0,Clerical,19/12/2023,16/04/1941,Graduate Degree,19/12/2023,Stuttgart
24148,Brittney Zhou,S,Female,10000,2,2,0,Manual,03/04/2023,18/10/1961,Partial College,03/04/2023,Bonn
24149,Richard Simmons,M,Male,10000,2,2,0,Manual,14/09/2023,08/03/1962,Partial College,14/09/2023,Saint-Denis
24150,Jack Campbell,M,Male,10000,2,2,0,Manual,21/10/2023,20/03/1966,Partial College,21/10/2023,Bottrop
24151,Jon Shan,S,Male,20000,1,1,0,Clerical,30/08/2023,18/02/1961,Bachelors,30/08/2023,York
24152,Casey Rubio,S,Male,20000,1,1,0,Clerical,23/11/2023,22/11/1943,Bachelors,23/11/2023,Bury
24153,Seth Jenkins,S,Male,20000,1,1,0,Clerical,14/04/2023,28/05/1947,Bachelors,14/04/2023,Versailles
24154,Orlando Ramos,S,Male,30000,1,1,0,Clerical,31/03/2023,20/01/1947,Bachelors,31/03/2023,York
24155,Tracy Raje,M,Female,20000,1,1,0,Manual,23/10/2023,06/09/1947,Partial College,23/10/2023,Paderborn
24156,Wesley Zhou,M,Male,20000,1,1,0,Manual,26/09/2023,08/12/1947,Partial College,26/09/2023,Sulzbach Taunus
24157,Marie Subram,M,Female,10000,3,3,0,Manual,24/05/2023,30/09/1954,Partial College,24/05/2023,Cergy
24158,Omar Deng,S,Male,10000,3,3,0,Manual,16/05/2023,11/02/1949,Partial College,16/05/2023,Lille
24159,Christine Luo,M,Female,10000,0,0,0,Manual,25/09/2022,05/07/1985,Partial College,25/09/2022,Brisbane
24160,Carl Yuan,S,Male,10000,0,0,0,Manual,26/09/2022,03/05/1986,Partial College,26/09/2022,Matraville
24161,Luke Kumar,M,Male,10000,0,0,0,Manual,22/10/2022,03/08/1985,Partial College,22/10/2022,Goulburn
24162,Grant Raje,M,Male,10000,0,0,0,Manual,12/10/2022,14/01/1986,Partial College,12/10/2022,Malabar
24163,Micah Guo,S,Male,10000,0,0,0,Manual,03/10/2022,27/08/1985,Partial College,03/10/2022,Cranbourne
24164,Teresa Gomez,S,Female,10000,0,0,0,Manual,16/10/2022,13/05/1983,High School,16/10/2022,Cloverdale
24165,Gilbert Gao,S,Male,10000,0,0,0,Manual,24/10/2022,21/10/1982,High School,24/10/2022,Wollongong
24166,Renee Alonso,S,Female,10000,0,0,0,Manual,14/10/2022,20/11/1982,High School,14/10/2022,Port Macquarie
24167,Lacey Zhu,S,Female,10000,0,0,0,Manual,04/10/2022,05/04/1983,High School,04/10/2022,Melton
24168,Manuel Srini,M,Male,10000,0,0,0,Manual,26/10/2022,15/11/1982,High School,26/10/2022,Sunbury
24169,Lydia Martinez,S,Female,10000,1,1,1,Manual,15/10/2022,06/01/1982,High School,15/10/2022,Findon
24170,Jaime Hernandez,S,Female,10000,1,1,1,Manual,08/10/2022,23/04/1982,High School,08/10/2022,Findon
24171,Jarrod Chandra,S,Male,10000,1,1,1,Manual,09/10/2022,11/11/1984,High School,09/10/2022,Findon
24172,Jessie Hernandez,M,Female,10000,1,1,1,Manual,14/10/2022,26/03/1985,High School,14/10/2022,Melton
24173,Lacey Wang,S,Female,20000,0,0,0,Clerical,05/10/2022,22/07/1984,Bachelors,05/10/2022,Rockhampton
24174,Keith Chander,M,Male,20000,0,0,0,Clerical,16/10/2022,22/11/1984,Bachelors,16/10/2022,Warrnambool
24175,Lacey Luo,S,Female,20000,0,0,0,Clerical,14/10/2022,05/09/1983,Bachelors,14/10/2022,Rockhampton
24176,Marie Jimenez,M,Female,20000,0,0,0,Clerical,21/10/2022,18/10/1983,Bachelors,21/10/2022,East Brisbane
24177,Gina Gill,S,Female,20000,0,0,0,Clerical,29/09/2022,04/08/1982,Bachelors,29/09/2022,Goulburn
24178,Clifford Sara,S,Male,20000,0,0,0,Manual,26/10/2022,09/04/1983,Partial College,26/10/2022,Hobart
24179,Robyn Blanco,M,Female,20000,0,0,0,Manual,22/10/2022,04/09/1982,Partial College,22/10/2022,Lavender Bay
24180,Arturo Jai,S,Male,20000,2,2,0,Manual,17/09/2023,13/10/1948,Partial College,17/09/2023,Berlin
24181,Edwin Nath,M,Male,20000,2,2,0,Manual,07/03/2023,14/04/1949,Partial College,07/03/2023,Bonn
24182,Nancy Lopez,M,Female,30000,1,1,0,Clerical,01/10/2023,29/11/1948,Bachelors,01/10/2023,Saarlouis
24183,Ruth Perez,S,Female,30000,4,4,0,Clerical,29/05/2023,23/02/1967,Graduate Degree,29/05/2023,Suresnes
24184,Alexandra Jackson,S,Female,30000,3,3,0,Clerical,08/08/2023,24/03/1967,Graduate Degree,08/08/2023,Oxford
24185,Tara She,S,Female,10000,1,1,1,Manual,05/01/2024,25/05/1966,High School,05/01/2024,Saint-Denis
24186,Theodore Alonso,S,Male,20000,1,1,1,Manual,05/08/2023,15/02/1971,Partial College,05/08/2023,Oxford
24187,Daisy Serrano,S,Female,30000,3,3,0,Clerical,13/08/2023,04/02/1971,Graduate Degree,13/08/2023,Stoke-on-Trent
24188,Charles Turner,S,Male,20000,2,2,0,Manual,11/07/2023,31/10/1975,Partial College,11/07/2023,Cheltenham
24189,Andre Suri,M,Male,30000,3,3,0,Clerical,29/08/2023,30/04/1965,Graduate Degree,29/08/2023,Oxford
24190,Austin Chen,S,Male,20000,2,2,0,Manual,17/06/2023,01/05/1975,Partial College,17/06/2023,Bobigny
24191,Marshall He,M,Male,30000,3,3,0,Clerical,10/10/2023,11/03/1966,Graduate Degree,10/10/2023,Kiel
24192,Regina Prasad,S,Female,30000,3,3,0,Clerical,15/09/2023,03/07/1965,Graduate Degree,15/09/2023,Esher-Molesey
24193,Louis Becker,M,Male,30000,0,0,0,Clerical,20/09/2023,15/06/1965,Bachelors,20/09/2023,London
24194,Armando Martin,M,Male,30000,0,0,0,Clerical,25/06/2023,20/07/1964,Bachelors,25/06/2023,Roissy en Brie
24195,Dawn Zhao,M,Female,10000,2,2,1,Manual,14/05/2023,30/11/1981,High School,14/05/2023,Orleans
24196,Armando Gill,M,Male,10000,2,2,1,Manual,18/07/2023,24/09/1975,High School,18/07/2023,Colomiers
24197,Whitney Mehta,S,Female,20000,0,0,0,Manual,26/09/2023,16/03/1981,Partial College,26/09/2023,Warrington
24198,Chelsea Madan,M,Female,30000,0,0,0,Clerical,12/06/2023,25/02/1976,Bachelors,12/06/2023,Saint-Denis
24199,Veronica Prasad,M,Female,40000,0,0,0,Clerical,21/10/2023,03/11/1975,Graduate Degree,21/10/2023,Milton Keynes
24200,Grant Jai,S,Male,40000,0,0,0,Clerical,28/10/2023,19/10/1981,Graduate Degree,28/10/2023,West Sussex
24201,Olivia Gonzales,M,Female,10000,2,2,1,Manual,12/07/2023,23/01/1975,High School,12/07/2023,Chatou
24202,Tamara Black,S,Female,20000,0,0,0,Manual,29/08/2023,19/04/1975,Partial College,29/08/2023,Warrington
24203,Keith Xie,S,Male,30000,0,0,0,Clerical,14/08/2023,12/03/1975,Bachelors,14/08/2023,Paris
24204,Darren Gonzalez,S,Male,30000,0,0,0,Clerical,23/10/2023,08/07/1980,Bachelors,23/10/2023,München
24205,Katherine Anderson,S,Female,30000,1,1,0,Clerical,02/10/2023,19/06/1975,Bachelors,02/10/2023,Erlangen
24206,Marie Munoz,M,Female,40000,0,0,0,Clerical,17/02/2023,20/02/1980,Graduate Degree,17/02/2023,Kiel
24207,Stacey Guo,M,Female,10000,2,2,1,Manual,15/12/2023,02/01/1974,High School,15/12/2023,Warrington
24208,Sabrina Diaz,S,Female,40000,0,0,0,Clerical,28/08/2023,31/08/1974,Graduate Degree,28/08/2023,Paris
24209,Chelsea Jordan,M,Female,60000,0,0,0,Skilled Manual,04/08/2023,10/05/1975,Graduate Degree,04/08/2023,Saint Ouen
24210,Ricardo Shan,S,Male,60000,0,0,0,Skilled Manual,25/03/2023,14/12/1974,Graduate Degree,25/03/2023,Kiel
24211,Sharon Shan,S,Female,60000,0,0,0,Skilled Manual,15/10/2023,18/07/1974,Graduate Degree,15/10/2023,Peterborough
24212,Tony Raje,S,Male,10000,3,3,0,Manual,07/09/2023,25/03/1958,Partial College,07/09/2023,W. York
24213,Martin Rana,S,Male,10000,3,3,0,Manual,19/09/2023,10/03/1957,Partial College,19/09/2023,Reading
24214,Michele Romero,S,Female,20000,2,2,0,Manual,09/10/2023,31/12/1956,Partial College,09/10/2023,Paderborn
24215,Lisa Xu,M,Female,10000,2,2,1,Manual,15/12/2023,11/07/1964,High School,15/12/2023,München
24216,Tara Black,S,Female,10000,2,2,1,Manual,07/12/2023,06/08/1958,High School,07/12/2023,Reading
24217,Lauren Morgan,S,Female,10000,2,2,1,Manual,06/09/2023,24/10/1973,High School,06/09/2023,Cheltenham
24218,Bryant Lopez,S,Male,20000,1,1,1,Manual,05/05/2023,24/10/1973,Partial College,05/05/2023,Newcastle upon Tyne
24219,Tina Lopez,M,Female,30000,1,1,0,Clerical,01/08/2023,15/12/1973,Bachelors,01/08/2023,Orleans
24220,Hunter Edwards,M,Male,90000,4,4,1,Management,23/09/2023,08/04/1974,Bachelors,23/09/2023,Port Hammond
24221,Heidi Perez,S,Female,130000,1,1,0,Management,05/12/2023,07/09/1973,Graduate Degree,05/12/2023,Burbank
24222,Sierra Green,S,Female,40000,0,0,0,Skilled Manual,03/10/2023,19/02/1985,High School,03/10/2023,Lebanon
24223,Abigail Alexander,S,Female,40000,0,0,0,Skilled Manual,06/04/2023,23/10/1984,High School,06/04/2023,Milwaukie
24224,Nicole Perry,S,Female,40000,0,0,0,Skilled Manual,13/12/2023,15/04/1985,High School,13/12/2023,Seattle
24225,Jeffery Yang,S,Male,40000,0,0,0,Skilled Manual,04/08/2023,04/04/1985,Partial College,04/08/2023,Berkeley
24226,Brian Morris,S,Male,40000,0,0,0,Skilled Manual,12/08/2023,22/09/1984,Partial College,12/08/2023,Downey
24227,Sara Phillips,S,Female,40000,0,0,0,Skilled Manual,27/07/2023,11/12/1984,Partial College,27/07/2023,El Cajon
24228,Terry Xu,S,Male,20000,3,3,0,Skilled Manual,11/11/2023,10/04/1950,High School,11/11/2023,Port Macquarie
24229,Pedro Kapoor,M,Male,20000,4,4,0,Skilled Manual,23/05/2023,02/12/1949,High School,23/05/2023,Seaford
24230,Andres Sharma,M,Male,20000,4,4,0,Skilled Manual,19/08/2023,16/06/1955,High School,19/08/2023,Springwood
24231,Makayla Cox,S,Female,60000,0,0,0,Skilled Manual,25/12/2023,16/04/1985,Partial College,25/12/2023,San Gabriel
24232,Ryan Johnson,S,Male,60000,0,0,0,Skilled Manual,18/12/2023,16/08/1984,Partial College,18/12/2023,West Covina
